dev,address,district,sale_price,rent_price,internal_feature_keys,internal_feature_values,external_feature_keys,exteranal_feature_values,description,detail,amenity_keys,amenity_values,neighbor_cats,neighbor_names,neighbor_distances,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year
59 Heritage,"Soi Bun Chana, Khlong Toei Nuea, Vadhana, Bangkok 10110",Khlong Toei,4300000.0,16000.0,Bedrooms|Bathrooms|Internal area,1|2|38,Floors|Towers|Project Area|Year built,"12|2|3,296 m2|2009","PropertyScout ID 602961
Check all listing details on our website https://propertyscout.co.th/en/60----","Luxury 1-bedroom 1-bathroom Condominium unit, sized 38 sqm on the 14th Floor
with Breathtaking Views at 59 Heritage by BTS Thong Lor",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|True|False|False,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Thong Lo|Ekkamai|Phra Khanong|At Narong Toll Plaza|Phra Khanong Toll Plaza|Tha Ruea 2 Toll Plaza,580 m / 7 minutes by foot|780 m / 10 minutes by foot|1.6 km / 5 minutes by car|2.5 km / 9 minutes by car|3.2 km / 9 minutes by car|3.7 km / 11 minutes by car,"118,510",0,2.06,4.75,3.3
28 Chidlom,"บริษัท ยูนิไทยชิปยาร์ดแอนด์เอนจิเนียริ่ง จำกัด 25 อาคารอัลม่าลิงค์ ชิดลม แขวงลุมพินี เขตปทุมวัน Khwaeng Lumphini, Khet Pathum Wan",Pathum Wan,36000000.0,73000.0,Bedrooms|Bathrooms|Internal area,2|2|73.53,Floors|Towers,47|2,"PropertyScout ID 894692
Check all listing details on our website https://propertyscout.co.th/en/89----","Modern 2-bedroom 2-bathroom condominium on the 36th floor of 28 Chidlom by SC
Asset building, in the international Pathum Wan district, close to BTS Chidlom,
perfect for an urban lifestyle.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|True|True,marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway,Chit Lom|Phetchaburi Toll Plaza|Phloen Chit|Ratchadamri|Sukhumvit Toll Plaza|Asok 2 Toll Plaza,470 m / 6 minutes by foot|860 m / 10 minutes by car|1 km / 2 minutes by car|1.3 km / 3 minutes by car|1.8 km / 9 minutes by car|3 km / 7 minutes by car,"406,631",0,14.84,3.1,-2.95
Vtara Sukhumvit 36,"118 Soi Sukhumvit 36, Khwaeng Phra Khanong, Khet Khlong Toei",Khlong Toei,11330000.0,28000.0,Bedrooms|Bathrooms|Internal area,2|2|65,Floors|Towers|Project Area|Year built,"8|5|6,432 m2|2018","PropertyScout ID 804450
Check all listing details on our website https://propertyscout.co.th/en/80----","Modern 2-bedroom 2-bathroom Condo unit, sized 65 sqm on the 7th Floor with
Breathtaking Views at VTARA36 Condominium by BTS Thong Lor Station",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Thong Lo|Ekkamai|Phrom Phong|At Narong Toll Plaza|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza,990 m / 7 minutes by car|1.7 km / 4 minutes by car|1.9 km / 7 minutes by car|2 km / 6 minutes by car|2.4 km / 6 minutes by car|2.5 km / 7 minutes by car,"120,833",-17.03,-17.03,4.5,-9.94
Siri at Sukhumvit,"902 Thanon Sukhum Vit, Khwaeng Phra Khanong, Khet Khlong Toei",Khlong Toei,15450000.0,50000.0,Bedrooms|Bathrooms|Internal area,2|2|68,Floors|Towers|Project Area|Year built,"34|1|6,212 m2|2009","PropertyScout ID 899060
Check all listing details on our website https://propertyscout.co.th/en/89----","Modern 2-bedroom 2-bathroom Condo unit, sized 68 sqm on the 13rd Floor with
Breathtaking Views at Siri @Sukhumvit Condominium by BTS Thong Lor",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Thong Lo|Ekkamai|Phrom Phong|At Narong Toll Plaza|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza,220 m / 3 minutes by foot|670 m / 8 minutes by foot|1.4 km / 5 minutes by car|2.3 km / 9 minutes by car|3.3 km / 11 minutes by car|3.5 km / 10 minutes by car,"209,048",0,-1.36,4.33,7.24
Magnolias Waterfront Residences,"215 Charoen Nakhon Rd, Khwaeng Khlong Ton Sai, Khet Khlong San",Khlong San,58000000.0,,Bedrooms|Bathrooms|Internal area,3|3|144.43,Floors|Towers|Project Area|Year built,"70|2|12,252 m2|2017",This new condo with a river view in ICONSIAM is available now on a high floor of Magnolias Waterfront super-luxury condominium in Bangkok,"this condo is new - nobody lived before
large living room
3 bedrooms of a good size
3 bathrooms
storage room
very high floor: 50+
high ceilings - 300 cm
the balcony of a good size with a river view
the condo has a 270-degree view of Bangkok
this property is fully fitted and not furnished
kitchen is separated and fully fitted
foreign freehold ownership",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|False,marker marker-expressway|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-bts|marker marker-bts,Surawong Toll Plaza|Hua Lamphong|Saphan Sawang Toll Plaza|Hua Lamphong Toll Plaza|Krung Thon Buri|Saphan Taksin,1.4 km / 8 minutes by car|2 km / 12 minutes by car|2.1 km / 13 minutes by car|2.2 km / 13 minutes by car|2.6 km / 8 minutes by car|2.8 km / 12 minutes by car,"393,369",0,26.85,3.06,-4.02
Bright Sukhumvit 24,"85 Soi Sukhumvit 24, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,38000000.0,,Bedrooms|Bathrooms|Internal area,3|3|189.39,Floors|Towers|Project Area|Year built,"36|2|7,569 m2|2011","PropertyScout ID 816833
Check all listing details on our website https://propertyscout.co.th/en/81----","Modern 3-bedroom 3-bathroom Condo unit, sized 189.39 sqm on the 27th Floor with
Breathtaking Views at Bright Sukhumvit 24s by BTS Phrom Phong",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|True,marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-bts|marker marker-expressway,Phrom Phong|Queen Sirikit National Convention Centre|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza|Thong Lo|Rama 4-1 Toll Plaza,850 m / 4 minutes by car|1.7 km / 9 minutes by car|1.8 km / 8 minutes by car|1.9 km / 9 minutes by car|2 km / 10 minutes by car|2.1 km / 12 minutes by car,"202,173",0,1.5,3.93,2.64
President Park Sukhumvit 24,"370-709 Soi Sukhumvit 22, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,19364000.0,60000.0,Bedrooms|Bathrooms|Internal area,3|3|260,Floors|Towers|Year built,11|1|1996,"PropertyScout ID 783199
Check all listing details on our website https://propertyscout.co.th/en/78----","Roomy 3-bedroom 3-bathroom Condo unit, sized 260 sqm on the 31st Floor with
Breathtaking Views at President Park - Oak Tower by MRT Queen Sirikit National
Convention Centre",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|False|False|False|True|True,marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-mrt|marker marker-expressway|marker marker-expressway,Phrom Phong|Queen Sirikit National Convention Centre|Tha Ruea 2 Toll Plaza|Khlong Toei|Tha Ruea 1 Toll Plaza|Rama 4-1 Toll Plaza,1.2 km / 6 minutes by car|1.3 km / 7 minutes by car|1.4 km / 6 minutes by car|1.5 km / 15 minutes by car|1.6 km / 6 minutes by car|1.7 km / 10 minutes by car,"77,068",0,-1.83,4.05,-2.62
Bright Sukhumvit 24,"85 Soi Sukhumvit 24, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,10700000.0,,Bedrooms|Bathrooms|Internal area,2|1|69,Floors|Towers|Project Area|Year built,"36|2|7,569 m2|2011","PropertyScout ID 725009
Check all listing details on our website https://propertyscout.co.th/en/72----","Luxury 2-bedroom 1-bathroom Condo unit, sized 69 sqm on the 9th Floor with
Breathtaking Views at Bright Sukhumvit 24 by BTS Phrom Phong",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|True,marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-bts|marker marker-expressway,Phrom Phong|Queen Sirikit National Convention Centre|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza|Thong Lo|Rama 4-1 Toll Plaza,850 m / 4 minutes by car|1.7 km / 9 minutes by car|1.8 km / 8 minutes by car|1.9 km / 9 minutes by car|2 km / 10 minutes by car|2.1 km / 12 minutes by car,"202,173",0,1.5,3.93,2.64
Noble Refine,"Sukhumvit 26, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,7500000.0,25000.0,Bedrooms|Bathrooms|Internal area,1|1|35,Floors|Towers|Year built,25|1|2012,"PropertyScout ID 681315
Check all listing details on our website https://propertyscout.co.th/en/68----","Luxury 1-bedroom 1-bathroom Condominium unit, sized 35 sqm on the 8th Floor with
Breathtaking Views at Noble Refine by BTS Phom Phong",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|True,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-mrt|marker marker-expressway|marker marker-expressway,Phrom Phong|Thong Lo|Tha Ruea 2 Toll Plaza|Queen Sirikit National Convention Centre|Rama 4-2 Toll Plaza|At Narong Toll Plaza,300 m / 4 minutes by foot|1.1 km / 6 minutes by car|2.4 km / 11 minutes by car|2.7 km / 10 minutes by car|3 km / 20 minutes by car|3.1 km / 11 minutes by car,"190,137",0,-2.36,4.39,1.9
Vtara Sukhumvit 36,"118 Soi Sukhumvit 36, Khwaeng Phra Khanong, Khet Khlong Toei",Khlong Toei,11400000.0,45000.0,Bedrooms|Bathrooms|Internal area,2|2|67,Floors|Towers|Project Area|Year built,"8|5|6,432 m2|2018","PropertyScout ID 593136
Check all listing details on our website https://propertyscout.co.th/en/59----","Luxury 2-bedroom 2-bathroom Condominium unit, sized 67 sqm on the 5th Floor with
Breathtaking Views at VTARA36 Condominium by BTS Thong Lor",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Thong Lo|Ekkamai|Phrom Phong|At Narong Toll Plaza|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza,990 m / 7 minutes by car|1.7 km / 4 minutes by car|1.9 km / 7 minutes by car|2 km / 6 minutes by car|2.4 km / 6 minutes by car|2.5 km / 7 minutes by car,"120,833",-17.03,-17.03,4.5,-9.94
Knightsbridge Prime Sathorn,"79 Thanon Naradhiwat Rajanagarindra, Khwaeng Thung Maha Mek, Khet Sathon",Sathon,7200000.0,,Bedrooms|Bathrooms|Internal area,2|1|44.54,Floors|Towers|Year built,43|1|2019,"PropertyScout ID 850867
Check all listing details on our website https://propertyscout.co.th/en/85----","Modern 2-bedroom 1-bathroom Duplex Condo unit, sized 44.54 sqm on the 39th Floor
with Breathtaking Views at KnightsBridge Prime Sathon by BTS Chong Nonsi",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|False,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Chong Nonsi|Surasak|Sala Daeng|Sathon Toll Plaza|Chan Toll Plaza|River Side Toll Plaza,860 m / 11 minutes by car|1.7 km / 12 minutes by car|1.9 km / 12 minutes by car|2.1 km / 10 minutes by car|2.2 km / 13 minutes by car|2.8 km / 7 minutes by car,"168,459",0,-3.24,4.96,3.73
Celes Asoke,"10 Asok Montri Rd, Khwaeng Khlong Toei Nuea, Khet Watthana",Khlong Toei,24500000.0,,Bedrooms|Bathrooms|Internal area,2|2|85.69,Floors|Towers|Year built,40|1|2020,This luxury Bangkok condo near Terminal 21 is available now in Celes Asoke - the most recent luxury residential project near BTS Asoke and MRT Sukhumvit.,"this luxury Bangkok condo is for sale with a tenant
this luxury condo is a corner unit that features an amazing view of Asoke
this luxury new apartment has double glass windows for soundproof
2-bedroom
2-bathroom: bathtub in the master bedroom, clear/blurry glass switch
2 balconies: one balcony is a good size one
high floor: 20+
facing direction: West towards Terminal 21
fixed car parking slot
fully furnished: luxury furniture and accessories
fully equipped kitchen: built-in refrigerator
full set of luxury electrical appliances
foreign freehold ownership quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|False,marker marker-mrt|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Sukhumvit|Asok|Nana|Sukhumvit Toll Plaza|Asok 2 Toll Plaza|Asok 1 Toll Plaza,110 m / 2 minutes by foot|380 m / 5 minutes by foot|1 km / 3 minutes by car|1.8 km / 12 minutes by car|2 km / 4 minutes by car|2.9 km / 6 minutes by car,"309,123",0,15.65,3.66,8.52
Baan Piya Sathorn,"Thanon Suan Phlu, Thung Maha Mek, Sathon, Bangkok 10500",Sathon,16000000.0,,Bedrooms|Bathrooms|Internal area,3|3|137,Floors|Towers|Year built,33|1|1998,"PropertyScout ID 789854
Check all listing details on our website https://propertyscout.co.th/en/78----","Modern 3-bedroom 3-bathroom Condo unit, sized 137 sqm on the 25th Floor with
Breathtaking Views at Baan Piya Sathon Condo by BTS Sala Daeng",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|False|False|False|False|False,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Chong Nonsi|Sala Daeng|Si Lom|Rama 4-2 Toll Plaza|Rama 4-1 Toll Plaza|Sathon Toll Plaza,1 km / 7 minutes by car|1.1 km / 9 minutes by car|1.4 km / 8 minutes by car|2 km / 8 minutes by car|2.1 km / 8 minutes by car|2.3 km / 7 minutes by car,"131,608",0,11.1,3.22,-3.02
Q Asoke,"1638/1 Phetchaburi Rd, Khwaeng Makkasan, Khet Ratchathewi",Watthana,11000000.0,,Bedrooms|Bathrooms|Internal area,2|1|48.5,Floors|Towers|Project Area|Year built,"41|1|5,360 m2|2015",This 2-bedroom condo on the top floor is available in Q Asoke luxury condominium near MRT Phetchaburi and Makkasan Airport Raillink,"corner unit
the condo on one of the top floors of this Asoke condominium: 35+
2-bedroom
1-bathroom
1 balcony
facing direction:  South with a nice view of Asoke and Wattana School and ... POOL VIEW!
area: 48.5 sqm
1 parking slot
fully furnished
electrical appliances: refrigerator, flat TV, microwave
foreign freehold ownership quota available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|True|True,marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-mrt,Phetchaburi|Asok 4 Toll Plaza|Asok 2 Toll Plaza|Asok 1 Toll Plaza|Phraram Kao 9|Phra Ram 9,98 m / 2 minutes by foot|710 m / 10 minutes by foot|720 m / 10 minutes by foot|780 m / 6 minutes by car|1.1 km / 13 minutes by car|1.1 km / 13 minutes by car,"202,758",0,0.46,3.73,-6.38
