dev,address,district,sale_price,rent_price,internal_feature_keys,internal_feature_values,external_feature_keys,exteranal_feature_values,description,detail,amenity_keys,amenity_values,neighbor_cats,neighbor_names,neighbor_distances,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year
Urbitia Thong Lo,"16 Soi Sukhumvit 36, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,6300000.0,,Bedrooms|Bathrooms|Internal area,1|1|35,Floors|Towers|Project Area|Year built,"8|1|3,980 m2|2018",This condo for sale 100-m from BTS Thonglor is available now in Urbita condominium,"new condo
low-rise condominium in a greenery area 100-m from BTS Thonglor
1-bedroom with a sliding wall
1-bathroom
area: 35 sqm
facing direction: North
car parking slot
fully furnished
fully equipped kitchen
full set of electrical appliances: flat TV, refrigerator, washing machine, microwave
foreign freehold ownership quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|False,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Thong Lo|Ekkamai|Phrom Phong|At Narong Toll Plaza|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza,400 m / 5 minutes by foot|1.3 km / 8 minutes by car|1.3 km / 5 minutes by car|2.5 km / 8 minutes by car|2.7 km / 10 minutes by car|2.9 km / 10 minutes by car,"186,477",0,-7.48,3.31,0.39
The Lofts Asoke,"253 Thanon Asok Montri, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,20500000.0,,Bedrooms|Bathrooms|Internal area,2|2|86.85,Floors|Towers|Year built,45|1|2018,The best layout condo in The Lofts Asoke luxury condominium in Bangkok CBD is available now at a good price,"this is the most demanded type of property in this project
this condo features a good-sized living room with a nice orientation
2-bedroom
2-bathroom
good-sized balcony
high floor: 20+
facing direction: North with an amazing view
fully furnished
open and fully equipped kitchen
fixed supercar slot on the automatic parking system
full set of electrical appliances
foreign freehold quota",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|True|True|True,marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-expressway|marker marker-bts,Phetchaburi|Asok 4 Toll Plaza|Asok 2 Toll Plaza|Sukhumvit|Asok 1 Toll Plaza|Nana,210 m / 3 minutes by foot|900 m / 15 minutes by car|910 m / 3 minutes by car|970 m / 8 minutes by car|970 m / 4 minutes by car|1.7 km / 7 minutes by car,"224,835",0,0,4.13,6.18
Serene Place Sukhumvit 24,"Soi Methi Niwet, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,11500000.0,,Bedrooms|Bathrooms|Internal area,2|2|80.56,Floors|Towers|Project Area|Year built,"8|1|2,208 m2|2006",This condo near Benjasiri Park is available now in Serene Place Sukhumvit 24 condominium,"this condo is a corner unit and features the best layout for the project
the property is well-maintained and is ready to move in
2-bedroom
2-bathroom
large balcony
facing direction: North and West with a nice greenery view and quiet surroundings
open and fully equipped kitchen
fully furnished
full set of electrical appliances
foreign freehold quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|False,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Thong Lo|Queen Sirikit National Convention Centre|Tha Ruea 2 Toll Plaza|Rama 4-1 Toll Plaza|Rama 4-2 Toll Plaza,620 m / 8 minutes by foot|1.8 km / 9 minutes by car|2.1 km / 10 minutes by car|2.2 km / 9 minutes by car|2.5 km / 12 minutes by car|2.5 km / 18 minutes by car,"133,406",0,-0.07,4.34,-3.02
Condo One X Sukhumvit 26,"61/44 สุขุมวิท Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,6221671.0,,Bedrooms|Bathrooms|Internal area,1|1|71.22,Floors|Towers|Project Area|Year built,"28|1|3,172 m2|2009","Condo One X Sukhumvit 26 near Phrom Phong BTS is a high-rise apartment building located in Phrom Phong and Emporium shopping mall.
Condo One X Sukhumvit 26 was constructed in 2009 by Pruksa Real Estate.","comprises of a single building
28 floors
329 flats
project area: 3,172 m2",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|False,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-expressway,Phrom Phong|Thong Lo|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza|Queen Sirikit National Convention Centre|At Narong Toll Plaza,780 m / 5 minutes by car|1.6 km / 9 minutes by car|2 km / 11 minutes by car|2.2 km / 11 minutes by car|2.3 km / 11 minutes by car|2.7 km / 11 minutes by car,"122,474",0,1.44,4.25,-2.69
Ceil by Sansiri,"Soi Charoen Chai, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,5150000.0,,Bedrooms|Bathrooms|Internal area,1|1|47,Floors|Towers|Project Area|Year built,"17|3|5,992 m2|2013",This apartment in Ekkamai 12 with 1 bedroom is available at the best price in Ceil by Sansiri condominium,"1-bedroom
1-bathroom
balcony
area: 47 sqm
mid-floor: 10 or higher
facing direction: West with unblocked greenery view
fully furnished: modern style
fully equipped kitchen
full set of electrical appliances: flat TV, refrigerator, washing machine, microwave
foreign freehold ownership quota is available for this apartment in Ekamai 12",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|True,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway|marker marker-expressway,Ekkamai|Thong Lo|Phatthanakan 1 Toll Plaza|Phra Khanong|Phatthanakan 2 Toll Plaza|Phra Khanong Toll Plaza,1.5 km / 11 minutes by car|1.8 km / 7 minutes by car|2.2 km / 9 minutes by car|2.3 km / 7 minutes by car|2.8 km / 8 minutes by car|3.3 km / 10 minutes by car,"131,149",0,7.21,4.89,8.32
Noble Recole,"77 Soi Sukhumvit 19, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,7500000.0,,Bedrooms|Bathrooms|Internal area,1|1|34.65,Floors|Towers|Project Area|Year built,"28|1|2,512 m2|2018",A new condo with a greenery view is available now for sale in Sukhumvit 19 in Bangkok.,"this condo is brand new - nobody lived so far
this condo features a very nice greenery view from a high floor
1-bedroom
1-bathroom
2 balconies
high floor: 20+
area: 34.65 sqm
facing direction: North
fully furnished
fully equipped kitchen
full set of electrical appliances
foreign freehold ownership quota",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|False,marker marker-mrt|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Sukhumvit|Asok|Nana|Sukhumvit Toll Plaza|Asok 2 Toll Plaza|Asok 1 Toll Plaza,730 m / 9 minutes by foot|810 m / 4 minutes by car|1 km / 5 minutes by car|1.8 km / 12 minutes by car|1.8 km / 4 minutes by car|2.7 km / 6 minutes by car,"223,054",0,0.06,3.81,1.43
Kallista Mansion,"64 Soi Chai Yot, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,35433491.0,,Bedrooms|Bathrooms|Internal area,1|1|417.57,Floors|Towers|Year built,34|1|1997,"Kallista Mansion Bangkok's pet-friendly condo for sale in Sukhumvit 11 near the canal in Nana was built in 1995.
This Bangkok apartment in Nana in Sukhumvit 11 comprises a single building, having 84 larger flats on 34 floors.
Kallista Mansion is a pet-friendly condo for sale in Sukhumvit 11, Bangkok
Facilities at Kallista Mansion Bangkok condo for sale on Sukhumvit 11
Facilities of this Bangkok condominium include:","elevator
parking
24-hours security and 24/7 security guards and reception desk
key card with access to a specific floor
CCTV
swimming pool
gym room
garden/BBQ
playground/kids' area
sauna
WiFi in public areas",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|False|False|False|False|True,marker marker-mrt|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway,Phetchaburi|Phetchaburi|Phetchaburi Toll Plaza|Phetchaburi Toll Plaza|Nana|Nana|Sukhumvit Toll Plaza|||||,910 m / 8 minutes by car|910 m / 8 minutes by car|940 m / 12 minutes by car|940 m / 12 minutes by car|1.2 km / 8 minutes by car|1.2 km / 8 minutes by car||||||,"130,159",15.85,18.84,1.91,-31.23
LAVIQ Sukhumvit 57,"33/2 Soi Sukhumvit 57, Khwaeng Khlong Tan Nuea, Khet Watthana",Khlong Toei,14119443.0,,Bedrooms|Bathrooms|Internal area,1|1|70.59,Floors|Towers|Year built,33|1|2019,"Laviq Sukhumvit 57 Thonglor luxury condo for sale in Bangkok was built by Real Asset Development in 2019.
This luxury Bangkok condo for sale near BTS Thong Lo comprises one building having 235 luxury apartments on 33 floors.
Apartment types","unit types: 1-3-bedroom
unit sizes: 43-115 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|True|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Thong Lo|Ekkamai|Phrom Phong|At Narong Toll Plaza|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza,380 m / 5 minutes by foot|850 m / 6 minutes by car|1.6 km / 7 minutes by car|2.4 km / 9 minutes by car|3.5 km / 11 minutes by car|3.6 km / 11 minutes by car,"266,123",0,2.34,4.7,6.54
Supalai Premier @ Asoke,"Thanon Phetchaburi, Bang Kapi, Huai Khwang, Bangkok 10310",Watthana,8341709.0,,Bedrooms|Bathrooms|Internal area,1|1|87.12,Floors|Towers|Project Area|Year built,"38|1|7,394 m2|2014","Supalai Premier @ Asoke condo for sale in Bangkok near University, MRT, and Airport Rail Link was developed by Supalai PCL in 2014
This high-rise apartment building comprises a single tower, having 635 apartments on 40 floors.
Apartment types","studio - 34 sqm
1-bedroom: 34 - 55 sqm
2-bedroom: 65 - 100 sqm
3-bedroom: 120 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|False|True,marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-mrt,Phetchaburi|Asok 3 Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza|Phraram Kao 9|Phra Ram 9,280 m / 4 minutes by foot|870 m / 10 minutes by car|870 m / 14 minutes by car|940 m / 3 minutes by car|1.2 km / 8 minutes by car|1.2 km / 8 minutes by car,"141,051",-4.25,-4.96,3.75,2.08
The Address Asoke,"Phetchaburi Road, Khwaeng Makkasan, Khet Ratchathewi",Watthana,6000000.0,,Bedrooms|Bathrooms|Internal area,1|1|35.81,Floors|Towers|Project Area|Year built,"44|1|6,308 m2|2012",This 1-bedroom condo on a high floor is available in The Address Asoke condominium with double facilities (2 gym rooms and 2 swimming pools):,"1-bedroom
1-bathroom
1 balcony
1 parking slot
35.81 sqm
high floor (20+)
facing West
nice and comfortable layout
jacuzzi in bathroom
fully furnished
build-in closet
fully equipped kitchen
washing machine
flat TV
microwave",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|False,marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-mrt,Phetchaburi|Asok 2 Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza|Phraram Kao 9|Phra Ram 9,220 m / 3 minutes by foot|800 m / 2 minutes by car|820 m / 14 minutes by car|890 m / 4 minutes by car|1.1 km / 8 minutes by car|1.2 km / 8 minutes by car,"156,451",0,-0.38,4.48,5.99
