dev,address,district,sale_price,rent_price,internal_feature_keys,internal_feature_values,external_feature_keys,exteranal_feature_values,description,detail,amenity_keys,amenity_values,neighbor_cats,neighbor_names,neighbor_distances,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year
NOBLE STATE 39,"35 Soi Sukhumvit 39, Khlong Tan, Khet Watthana",Watthana,11137634.0,,Bedrooms|Bathrooms|Floor,1|1|38,Floors|Towers,36|2,Noble State 39 Sukhumvit 39 luxury Bangkok condo for sale near BTS Phrom Phong will be completed in 2023 by Noble Development PCL,"To be modern is not a fashion,
it is a STATE
- Le Corbusier",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|True,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Asok|Sukhumvit|Asok 3 Toll Plaza|Asok 1 Toll Plaza|Asok 4 Toll Plaza,900 m / 5 minutes by car|1.9 km / 8 minutes by car|1.9 km / 9 minutes by car|2.8 km / 17 minutes by car|3 km / 10 minutes by car|3 km / 16 minutes by car,"218,191",0,-5.41,0,–
Le Cote Sukhumvit 14,"Soi Phraek Samakkhi, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,6092648.0,,Bedrooms|Bathrooms|Internal area,1|1|45.49,Floors|Towers|Project Area|Year built,8|1|724 m2|2012,"Le Cote Sukhumvit 14 Asoke condo for sale in Bangkok CBD was developed by City Resort Group in 2012.
This Bangkok condo near BTS Asoke comprises a single building, having 60 apartments on 8 floors. Total project area: 724 sqm
Facilities at Le Cote Sukhumvit 14 Bangkok condo near BTS Asoke","Lobby
Rooftop swimming pool
Fitness
Elevator
Parking
24-hours Security
CCTV",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|False|False|False|False|False,marker marker-bts|marker marker-mrt|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Asok|Sukhumvit|Nana|Sukhumvit Toll Plaza|Rama 4-1 Toll Plaza|Rama 4-2 Toll Plaza,110 m / 1 minute by foot|440 m / 6 minutes by foot|720 m / 9 minutes by foot|1.4 km / 6 minutes by car|3.2 km / 13 minutes by car|3.2 km / 14 minutes by car,"157,968",0,0.1,3.71,-14.66
Silver Heritage,"Soi Santi Suk, Phra Khanong, Khlong Toei, Bangkok 10110",Khlong Toei,29382566.0,,Bedrooms|Bathrooms|Internal area,1|1|298.02,Floors|Towers|Project Area|Year built,"8|1|2,356 m2|2007","Silver Heritage Sukhumvit 38 condo for sale in Bangkok CBD was built in 2009.
This pet-friendly Bangkok condo for sale comprises one building, having 27 large apartments on 8 floors.
Silver Heritage Bangkok condominium allows pets.
Facilities at Silver Heritage Sukhumvit 38 Bangkok condo for sale","elevator
parking
24-hours security
CCTV
swimming pool
sauna
gym",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|False|False|False|False|False,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Thong Lo|Ekkamai|Phra Khanong|At Narong Toll Plaza|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza,690 m / 9 minutes by foot|980 m / 5 minutes by car|1.8 km / 7 minutes by car|1.9 km / 7 minutes by car|3.2 km / 9 minutes by car|3.3 km / 9 minutes by car,"139,718",0,7.84,4.42,-6.87
Saranjai Mansion,"Sukhumvit Soi 6, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,5361711.0,,Bedrooms|Bathrooms|Internal area,1|1|88.01,Floors|Towers|Year built,23|1|1992,"Saranjai Mansion Sukhumvit 6 condo for sale near Nana BTS in Bangkok was built in 1992.
This Bangkok condominium in Sukhumvit Soi 6 comprises a single building having 480 apartments on 23 floors.
Apartment types:","unit types: studio - 3-bedroom
unit sizes: 35 - 220 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|False|False|True|False|False,marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway,Nana|Sukhumvit Toll Plaza|Asok|Phloen Chit|Phetchaburi Toll Plaza|Rama 4-2 Toll Plaza,270 m / 3 minutes by foot|820 m / 5 minutes by car|880 m / 13 minutes by car|920 m / 6 minutes by car|1.8 km / 13 minutes by car|3.1 km / 13 minutes by car,"86,923",0,7.11,4.35,-6.8
The Parkland Grand Asoke - Phetchaburi,"Thanon Phetchaburi, Bang Kapi, Huai Khwang, Bangkok 10310",Watthana,4186637.0,,Bedrooms|Bathrooms|Internal area,1|1|44.85,Floors|Towers|Project Area|Year built,"26|1|3,144 m2|2012","The Parkland Grand Asoke-Phetchaburi condo for sale in Bangkok was developed by Narai Property in 2012
This Bangkok condo comprises a single tower, having 295 apartments on 26 floors.
Apartment types:","1-bedroom: 35 - 40 sqm
2-bedroom: 53 - 65 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|False,marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-mrt,Phetchaburi|Asok 3 Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza|Phraram Kao 9|Phra Ram 9,550 m / 7 minutes by foot|1.1 km / 10 minutes by car|1.1 km / 12 minutes by car|1.2 km / 2 minutes by car|1.5 km / 10 minutes by car|1.5 km / 10 minutes by car,"117,176",0,0.51,5.71,3.91
Watthana Heights,"Sukhumvit 21 Soi 1, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,24000000.0,,Bedrooms|Bathrooms|Internal area,1|1|339.39,Floors|Towers|Year built,39|1|1994,"Wattana Heights Sukhumvit 21 Asoke is a condo for sale in Bangkok CBD located in the heart of the Bangkok business area near Asoke BTS between Sukhumvit 21 and Sukhumvit 19.
All apartments in this building are large.
This Bangkok condominium was built in 1994 and it comprises 60 large apartments on 39 floors.
This condominium allows pets
Facilities at Wattana Heights Sukhumvit 21 Asoke condo for sale in Bangkok CBD","Security gate
CCTV
24/7 reception desk
Parking area
Fitness/gym
Swimming pool
Sauna
Public area
Kids play zone",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|False|False|False|False|False,marker marker-mrt|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Sukhumvit|Asok|Nana|Sukhumvit Toll Plaza|Asok 2 Toll Plaza|Asok 1 Toll Plaza,340 m / 4 minutes by foot|690 m / 9 minutes by foot|870 m / 8 minutes by car|1.6 km / 12 minutes by car|1.7 km / 6 minutes by car|1.8 km / 8 minutes by car,"89,146",0,25.72,3.78,-41.46
Baan Siri 24,"Soi Kasem, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,13000000.0,,Bedrooms|Bathrooms|Internal area,2|2|90.55,Floors|Towers|Project Area|Year built,"34|1|3,256 m2|2007",This condo near BTS Prompong on Sukhumvit 24 with 2 bedrooms is available at Baan Siri 24 condominium,"well maintained property
2-bedroom
2-bathroom
balcony
mid-floor: 10+
facing direction: South
separated and fully equipped kitchen
fully furnished
full set of electrical appliances
foreign freehold quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|False|False|True,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Thong Lo|Queen Sirikit National Convention Centre|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza|Rama 4-1 Toll Plaza,580 m / 7 minutes by foot|1.6 km / 8 minutes by car|2 km / 10 minutes by car|2 km / 8 minutes by car|2.2 km / 9 minutes by car|2.3 km / 12 minutes by car,"180,328",0,-2.21,3.85,18.16
Premier Condominium,"Soi Kasem, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,15050000.0,,Bedrooms|Bathrooms|Internal area,1|1|147.16,Floors|Towers|Year built,12|1|1981,"Premier Condominium Sukhumvit 24 was built in 1981.
This Bangkok condo for sale in Phrom Phong comprises a single building having 80 apartments on 12 floors.
Premier Condominium is a pet-friendly Bangkok condo for sale.
Facilities at Premier condo for sale in Sukhumvit 24 in Bangkok","security with CCTV and guards
keycard door access
parking
elevators
swimming pool
fitness/gym
garden",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|False,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Thong Lo|Queen Sirikit National Convention Centre|Tha Ruea 2 Toll Plaza|Rama 4-1 Toll Plaza|Rama 4-2 Toll Plaza,350 m / 4 minutes by foot|1.5 km / 8 minutes by car|2.1 km / 10 minutes by car|2.2 km / 9 minutes by car|2.5 km / 12 minutes by car|2.5 km / 17 minutes by car,"132,042",0,165.66,3.69,28.89
,,Bang Na,3550000.0,,Bedrooms|Bathrooms|Internal area,1|1|30.39,,,This cheapest condo near BTS Bangna is available now,"this condo is for sale with a tenant: paying 12,000 per month until May 2021
1-bedroom
1-bathroom
balcony
low floor: 10-
fully furnished
equipped kitchen
full set of essential electrical appliances
foreign freehold ownership quota",,,,,,,,,,
Circle S Sukhumvit 12,"24 Sukhumvit Rd, Khlong Toei Nuea, Watthana",Khlong Toei,7570135.0,,Bedrooms|Bathrooms|Internal area,"1|1|26,772",Towers,1,"Circle S Sukhumvit 12 condo for sale in Bangkok near BTS Asoke was built in 2015.
Circle S Sukhumvit 12 is a low-rise Bangkok apartment building located on Sukhumvit 12, close to BTS Asoke.
Facilities at this Bangkok condo for sale in Sukhumvit 12","Lobby & Library
Rooftop swimming pool
Rooftop Garden / BBQ
Jacuzzi
Fitness
Elevator
Parking
24-hours Security
CCTV",,,marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-bts|marker marker-bts|marker marker-bts,Bang Mueang Toll Plaza-Outbound 4|Bang Mueang Toll Plaza-Outbound 1|Bang Mueang Toll Plaza-Inbound 1|Bearing|Bang Na|Udom Suk,3.7 km / 9 minutes by car|4.1 km / 7 minutes by car|4.3 km / 7 minutes by car|7.6 km / 16 minutes by car|8.4 km / 17 minutes by car|9.9 km / 20 minutes by car,,,,,
