dev,address,district,sale_price,rent_price,internal_feature_keys,internal_feature_values,external_feature_keys,exteranal_feature_values,description,detail,amenity_keys,amenity_values,neighbor_cats,neighbor_names,neighbor_distances,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year
President Park Sukhumvit 24,"370-709 Soi Sukhumvit 22, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,17250000.0,,Bedrooms|Bathrooms|Internal area,2|2|223,Floors|Towers|Year built,11|1|1996,This large condo in Prompong for sale with 2 bedrooms is available in President Park Sukhumvit 24 and needs renovation.,"this large condo needs renovation
2-bedroom
2-bathroom
maids' quarter
area: 223 sqm
mid-floor: 10+
facing direction: East
fixed car parking slot
separated kitchen
foreign freehold ownership quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|False|False|False|True|True,marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-mrt|marker marker-expressway|marker marker-expressway,Phrom Phong|Queen Sirikit National Convention Centre|Tha Ruea 2 Toll Plaza|Khlong Toei|Tha Ruea 1 Toll Plaza|Rama 4-1 Toll Plaza,1.2 km / 6 minutes by car|1.3 km / 7 minutes by car|1.4 km / 6 minutes by car|1.5 km / 15 minutes by car|1.6 km / 6 minutes by car|1.7 km / 10 minutes by car,"77,068",0,-1.83,4.05,-2.62
Rin House,"Soi Phon Si, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,3953437.0,,Bedrooms|Bathrooms|Internal area,"1|1|16,650",Floors|Towers|Year built,8|1|1997,"Rin House Sukhumvit 39 condo for sale in Phrom Phong in Bangkok is a low-rise residential apartment that was constructed in 1997.
This condo for sale in Phrom Phong comprises a single building having 62 apartments on 8 floors.
Apartment types:","studio: 45 sqm
1-bedroom: 40 - 55 sqm
2-bedroom: 84 -110 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|False|True|False|False|False,marker marker-bts|marker marker-mrt|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Phetchaburi|Sukhumvit|Asok 3 Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza,1.7 km / 8 minutes by car|1.9 km / 5 minutes by car|2 km / 14 minutes by car|2.4 km / 14 minutes by car|2.4 km / 14 minutes by car|2.4 km / 7 minutes by car,"75,954",0,12.18,5.66,6.55
,,Sathon,9100000.0,,Bedrooms|Bathrooms|Internal area,2|2|62.5,,,This exclusive corner unit with a beautiful view is available now just near Belgium Ambassador Residence and BTS Chong Nonsi,"2-bedroom
2-bathroom
living area: 62.5 Sqm
2 parking spots
fully furnished",,,,,,,,,,
Venio Sukhumvit 10,"38 Soi Sukhumvit 10, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,5548870.0,,Bedrooms|Bathrooms|Internal area,1|1|38.61,Floors|Towers|Year built,8|1|2018,"Venio Sukhumvit 10 Asoke is a condo for sale near Benjakitti Park that was built in 2018 by Ananda Development PCL.
This low-rise Bangkok condominium in Sukhumvit 10 comprises a single building, having 162 apartments on 8 floors.
Apartment types:","unit types: 1-2 bedroom
unit sizes: 23-72 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|True,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway|marker marker-expressway,Bearing|Bang Na|Bang Na Toll Plaza|Udom Suk|Pak Nam Toll Plaza-Outbound 2|Pak Nam Toll Plaza-Inbound 2,2.1 km / 7 minutes by car|3 km / 8 minutes by car|4.2 km / 10 minutes by car|4.3 km / 13 minutes by car|5 km / 27 minutes by car|5.8 km / 14 minutes by car,"159,108",0,-6.16,4.3,1.6
Sukhumvit Park,"Soi Saen Samran, Khlong Toei, Bangkok 10110",Khlong Toei,14406789.0,,Bedrooms|Bathrooms|Internal area,1|1|197.18,Floors|Towers|Year built,30|1|1995,"Sukhumvit Park Sukhumvit 10 condo for sale in Bangkok was built in 1995.
This Bangkok condo for sale in Sukhumvit 10 comprises a single building, having 135 larger apartments on 30 floors.
Facilities at Sukhumvit Park Sukhumvit 10 condo for sale near BTS Nana","elevator
parking
24-hours security and 24/7 security guards and reception desk
key card with access to specific floor
CCTV
swimming pool
gym room
sauna
garden
restaurant on-premise
shop on-premise",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|True|True|True,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Nana|Asok|Sukhumvit|Sukhumvit Toll Plaza|Rama 4-2 Toll Plaza|Rama 4-1 Toll Plaza,600 m / 7 minutes by foot|670 m / 8 minutes by foot|1.1 km / 6 minutes by car|1.3 km / 7 minutes by car|3.5 km / 15 minutes by car|3.5 km / 14 minutes by car,"97,888",0,-9.77,4.71,2.13
Richmond Palace,"Soi Ban Don, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,16575527.0,,Bedrooms|Bathrooms|Internal area,1|1|237.31,Floors|Towers|Year built,23|1|1994,"Richmond Palace Sukhumvit 43 condo for sale in Bangkok was built in 1994.
This Phrom Phong high-rise condo for sale comprises a single building, having 157 apartments on 23 floors.",Type of apartments,Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|True|False|False|False,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Thong Lo|Sukhumvit|At Narong Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza,950 m / 6 minutes by car|1.2 km / 7 minutes by car|2.4 km / 14 minutes by car|3.7 km / 13 minutes by car|4.2 km / 21 minutes by car|4.2 km / 19 minutes by car,"109,803",0,1.77,4.61,16.25
RHYTHM Ekkamai,"50/2 Soi Sukhumvit 63 Road, Khwaeng Phra Khanong Nuea, Khet Watthana",Watthana,6600000.0,,Bedrooms|Bathrooms|Internal area,1|1|31,Floors|Towers|Year built,32|1|2018,This new studio near Ekkamai BTS is available now in the luxury condominium Rhythm Ekkamai at Sukhumvit 63,"studio apartment
1 bathroom
balcony
area: 31 sqm
high flor: 20+ with nice unblocked city greenery view
fully furnished: modern style, convertible bed, comfortable design
fully equipped kitchen
full set of branded electrical appliances: flat TV, refrigerator, washing machine, microwave",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Ekkamai|Thong Lo|Phra Khanong|At Narong Toll Plaza|Phra Khanong Toll Plaza|At Narong 2 Toll Plaza,430 m / 6 minutes by foot|1.1 km / 3 minutes by car|1.2 km / 4 minutes by car|2.3 km / 9 minutes by car|2.8 km / 7 minutes by car|2.9 km / 16 minutes by car,"217,476",0,-0.09,4.51,-1.68
Wind Sukhumvit 23,"82 Soi Prasan Mit, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,7300000.0,,Bedrooms|Bathrooms|Internal area,1|1|53,Floors|Towers|Project Area|Year built,"22|1|3,116 m2|2009",This 1-bedroom condo in Asoke is available now in Wind Sukhumvit 23 condominium,"1 bedroom
1 bathroom
53 sqm
balcony in the living room
facing West
low (10-) floor
1 parking place
partially furnished
full electrical appliances incl. flat TV, refrigerator, washing machine, and microwave
foreign freehold quota is available for this Bangkok condo",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|False,marker marker-mrt|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Sukhumvit|Asok|Nana|Asok 3 Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza,560 m / 7 minutes by foot|820 m / 5 minutes by car|1.3 km / 7 minutes by car|1.9 km / 16 minutes by car|1.9 km / 19 minutes by car|2 km / 13 minutes by car,"146,024",0,-2.74,4.54,8.22
Tower Park,"88 Soi Sukhumvit 3, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,36143389.0,,Bedrooms|Bathrooms|Internal area,1|1|292.07,Floors|Towers|Year built,35|1|1993,"Tower Park Sukhumvit 3 Nana is a Bangkok condo for sale that was built in 1993.
This Bangkok condo for sale in Nana comprises a single building, having 128 apartments on 35 floors.
Facilities at this Bangkok condo for sale in Nana
Facilities at Tower Park Bangkok condo include","elevator
parking
24-hours security
CCTV
swimming pool
gym
tennis court
kids' playground
shop on-premise
Wi-Fi in the public area",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|False|True|True|False|True,marker marker-expressway|marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-mrt|marker marker-expressway,Phetchaburi Toll Plaza|Nana|Sukhumvit Toll Plaza|Phloen Chit|Phetchaburi|Asok 2 Toll Plaza,870 m / 14 minutes by car|1.1 km / 13 minutes by car|1.1 km / 6 minutes by car|1.2 km / 6 minutes by car|1.4 km / 13 minutes by car|2 km / 11 minutes by car,"128,000",0,-0.7,2.77,-3.28
Regent on the Park 2,"Soi Setthabut, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,27852215.0,,Bedrooms|Bathrooms|Internal area,1|1|317.9,Floors|Towers|Year built,31|1|1992,"Regent on The Park 2 Sukhumvit 61 condo for sale in Bangkok was built in 1992.
This high-rise Bangkok apartment complex comprises 1 building having 50 apartments on 31 floors
Apartment types","unit types: 3-bedroom
unit sizes: 250-265 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|True|True|True|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Ekkamai|Thong Lo|Phrom Phong|At Narong Toll Plaza|Phra Khanong Toll Plaza|Phatthanakan 1 Toll Plaza,950 m / 8 minutes by car|1.2 km / 4 minutes by car|2.4 km / 8 minutes by car|2.8 km / 10 minutes by car|3.3 km / 9 minutes by car|4.4 km / 14 minutes by car,"125,255",0,21.81,3.12,4.82
