dev,district,sale_price,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year,bedrooms,bathrooms,internal_area,floors,towers,year_built,has_elevator,has_parking,has_security,has_cctv,has_pool,has_sauna,has_gym,has_garden_bbq,has_playground,has_shop_on_premise,has_restaurant_on_premise,has_wifi,city_train_distance,express_way_distance,close_city_train,close_express_way
J Condo Sathorn - Kallaprapruk,Bang Bon,1390000.0,57995.0,0.0,1.11,5.5,11.3,1.0,1.0,30.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1390000.0,57995.0,0.0,1.11,5.5,11.3,1.0,,28.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1390000.0,57995.0,0.0,1.11,5.5,11.3,1.0,1.0,31.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1790000.0,57995.0,0.0,1.11,5.5,11.3,1.0,,30.92,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1290000.0,57995.0,0.0,1.11,5.5,11.3,1.0,1.0,31.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1500000.0,57995.0,0.0,1.11,5.5,11.3,1.0,1.0,30.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1390000.0,57995.0,0.0,1.11,5.5,11.3,1.0,1.0,30.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1700000.0,57995.0,0.0,1.11,5.5,11.3,1.0,,30.08,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1250000.0,57995.0,0.0,1.11,5.5,11.3,1.0,1.0,30.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1390000.0,57995.0,0.0,1.11,5.5,11.3,1.0,1.0,30.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1350000.0,57995.0,0.0,1.11,5.5,11.3,1.0,1.0,30.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1240000.0,57995.0,0.0,1.11,5.5,11.3,1.0,1.0,30.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1250000.0,57995.0,0.0,1.11,5.5,11.3,1.0,1.0,30.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1250000.0,57995.0,0.0,1.11,5.5,11.3,1.0,1.0,31.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1800000.0,57995.0,0.0,1.11,5.5,11.3,1.0,1.0,31.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1450000.0,57995.0,0.0,1.11,5.5,11.3,1.0,,30.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1300000.0,57995.0,0.0,1.11,5.5,11.3,1.0,1.0,21.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1390000.0,57995.0,0.0,1.11,5.5,11.3,1.0,,30.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1350000.0,57995.0,0.0,1.11,5.5,11.3,1.0,,30.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
Wongwaen Complex,Bang Bon,480000.0,,,,,,,,,12.0,1.0,1992.0,1,1,1,1,1,0,0,0,1,1,0,0,9400.0,4000.0,0,0
J Condo Sathorn - Kallaprapruk,Bang Bon,1350000.0,57995.0,0.0,1.11,5.5,11.3,1.0,,30.0,25.0,1.0,2017.0,1,1,1,1,1,0,1,1,1,0,0,0,6600.0,6200.0,0,0
Urbana Sukhumvit 15,Bang Kapi,17000000.0,107143.0,0.0,8.65,3.96,7.6,3.0,2.0,140.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
Urbana Sukhumvit 15,Bang Kapi,11932288.0,107143.0,0.0,8.65,3.96,7.6,1.0,1.0,150.83,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
Urbana Sukhumvit 15,Bang Kapi,12000000.0,107143.0,0.0,8.65,3.96,7.6,2.0,2.0,110.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
KNIGHTSBRIDGE COLLAGE RAMKHAMHAENG,Bang Kapi,3000000.0,133476.0,0.0,-13.49,4.31,13.24,1.0,1.0,32.0,25.0,1.0,2020.0,1,1,1,1,1,0,1,1,0,0,0,0,,,0,0
KNIGHTSBRIDGE COLLAGE RAMKHAMHAENG,Bang Kapi,6950000.0,133476.0,0.0,-13.49,4.31,13.24,2.0,1.0,43.0,25.0,1.0,2020.0,1,1,1,1,1,0,1,1,0,0,0,0,,,0,0
Supalai Veranda Ramkhamhaeng,Bang Kapi,3625148.0,58310.0,0.0,4.42,7.31,-94.46,1.0,1.0,40.0,,1.0,,0,1,1,0,1,0,0,1,0,0,0,0,7600.0,3700.0,0,0
IDEO New Rama 9,Bang Kapi,3490000.0,98798.0,-18.09,-19.2,3.91,-29.07,1.0,1.0,26.0,24.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,1,0,0,4800.0,1100.0,0,0
Niche Mono Ramkhamhaeng,Bang Kapi,2123932.0,76782.0,0.0,-1.13,0.0,,1.0,1.0,28.0,37.0,4.0,2022.0,1,1,1,1,1,1,1,0,0,1,0,1,7900.0,4900.0,0,0
IDEO New Rama 9,Bang Kapi,3450000.0,98798.0,-18.09,-19.2,3.91,-29.07,1.0,1.0,36.0,24.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,1,0,0,4800.0,1100.0,0,0
Four Wings Residence,Bang Kapi,7000000.0,67516.0,0.0,-0.54,5.76,7.28,2.0,2.0,85.0,26.0,1.0,2008.0,1,1,1,1,1,0,1,1,0,0,0,1,9500.0,4800.0,0,0
Urbana Sukhumvit 15,Bang Kapi,16000000.0,107143.0,0.0,8.65,3.96,7.6,3.0,2.0,127.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
Bangkok Horizon Ramkhamhaeng,Bang Kapi,6090000.0,49540.0,0.0,-16.68,8.96,56.12,2.0,2.0,94.55,38.0,1.0,2010.0,1,1,1,1,1,1,1,1,0,1,1,1,9400.0,5800.0,0,0
Tempo One Ramkhamhaeng Rama 9,Bang Kapi,3000000.0,70257.0,0.0,-13.11,5.02,104.17,1.0,1.0,,8.0,1.0,2015.0,1,1,1,1,1,0,1,1,0,0,0,1,5700.0,1000.0,0,1
Urbana Sukhumvit 15,Bang Kapi,11000000.0,107143.0,0.0,8.65,3.96,7.6,2.0,2.0,114.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
The Niche ID Ladprao 130,Bang Kapi,2000000.0,49171.0,0.0,1.92,6.15,18.31,1.0,,42.39,8.0,2.0,2012.0,1,1,1,1,1,0,1,0,0,0,0,0,7700.0,3900.0,0,0
Urbana Sukhumvit 15,Bang Kapi,13400000.0,107143.0,0.0,8.65,3.96,7.6,2.0,2.0,105.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
Inspire Place ABAC - Rama IX,Bang Kapi,5276471.0,44759.0,0.0,-8.25,6.11,-5.79,3.0,2.0,115.0,19.0,2.0,2006.0,1,1,1,1,1,0,1,1,0,0,0,0,7400.0,2700.0,0,0
Living Nest Ramkhamhaeng,Bang Kapi,1690000.0,67246.0,-13.72,-15.65,5.37,-2.59,1.0,,25.0,8.0,3.0,2015.0,1,1,1,1,1,0,1,1,0,0,0,1,8200.0,4800.0,0,0
IDEO New Rama 9,Bang Kapi,2800000.0,98798.0,-18.09,-19.2,3.91,-29.07,1.0,1.0,26.0,24.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,1,0,0,4800.0,1100.0,0,0
Lumpini Center Nawamin,Bang Kapi,990000.0,45222.0,0.0,15.44,5.28,-11.16,1.0,1.0,23.0,8.0,3.0,2006.0,1,1,1,1,0,0,1,0,0,1,0,1,10000.0,6500.0,0,0
Urbana Sukhumvit 15,Bang Kapi,10500000.0,107143.0,0.0,8.65,3.96,7.6,2.0,2.0,114.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
Urbana Sukhumvit 15,Bang Kapi,15900000.0,107143.0,0.0,8.65,3.96,7.6,3.0,3.0,140.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
Urbana Sukhumvit 15,Bang Kapi,15900000.0,107143.0,0.0,8.65,3.96,7.6,3.0,3.0,140.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
Urbana Sukhumvit 15,Bang Kapi,10500000.0,107143.0,0.0,8.65,3.96,7.6,2.0,2.0,114.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
Living Place Ladprao 138,Bang Kapi,850000.0,,,,,,1.0,1.0,31.0,9.0,1.0,1998.0,1,1,1,1,0,0,0,0,0,1,0,0,8400.0,4500.0,0,0
The Wellington,Bang Kapi,3900000.0,48001.0,0.0,-3.98,5.92,1.72,2.0,2.0,76.75,7.0,1.0,2009.0,1,1,1,1,1,0,1,0,0,0,0,1,9300.0,4600.0,0,0
D Condo Ramkhamhaeng,Bang Kapi,2200000.0,65121.0,0.0,-15.59,4.92,-1.48,1.0,1.0,29.5,8.0,5.0,2012.0,1,1,1,1,1,1,1,1,0,1,0,1,4900.0,1200.0,0,0
Lumpini Ville Ramkhamhaeng 44,Bang Kapi,3500000.0,65939.0,0.0,9.17,5.7,6.46,2.0,2.0,63.0,23.0,2.0,2008.0,1,1,1,1,1,1,1,1,1,1,1,0,,5200.0,0,0
Inspire Place ABAC - Rama IX,Bang Kapi,4065176.0,44759.0,0.0,-8.25,6.11,-5.79,2.0,2.0,88.0,19.0,2.0,2006.0,1,1,1,1,1,0,1,1,0,0,0,0,7400.0,2700.0,0,0
IDEO New Rama 9,Bang Kapi,3900000.0,98798.0,-18.09,-19.2,3.91,-29.07,1.0,1.0,31.0,24.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,1,0,0,4800.0,1100.0,0,0
LIB Ramkhamhaeng 43/1,Bang Kapi,1800000.0,56333.0,0.0,1.38,5.33,-2.72,1.0,,30.39,8.0,1.0,2014.0,1,1,1,1,1,0,1,1,0,0,0,0,6500.0,2200.0,0,0
Urbana Sukhumvit 15,Bang Kapi,12000000.0,107143.0,0.0,8.65,3.96,7.6,2.0,3.0,110.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
Lumpini Ville Ramkhamhaeng 44,Bang Kapi,3600000.0,65939.0,0.0,9.17,5.7,6.46,2.0,2.0,,23.0,2.0,2008.0,1,1,1,1,1,1,1,1,1,1,1,0,,5200.0,0,0
D Condo Ramkhamhaeng,Bang Kapi,2300000.0,65121.0,0.0,-15.59,4.92,-1.48,1.0,1.0,28.5,8.0,5.0,2012.0,1,1,1,1,1,1,1,1,0,1,0,1,4900.0,1200.0,0,0
Lumpini Ville Ramkhamhaeng 60/2,Bang Kapi,1690000.0,73281.0,14.03,13.42,4.86,3.85,1.0,,26.0,25.0,3.0,2014.0,1,1,1,1,1,0,1,1,0,1,1,1,9500.0,5900.0,0,0
Lumpini Center Ladprao 111,Bang Kapi,1700000.0,79459.0,0.0,101.64,4.74,13.36,1.0,1.0,,7.0,7.0,2003.0,1,1,1,1,0,0,1,1,0,1,1,0,8100.0,4300.0,0,0
IDEO New Rama 9,Bang Kapi,4010000.0,98798.0,-18.09,-19.2,3.91,-29.07,,1.0,37.0,24.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,1,0,0,4800.0,1100.0,0,0
Urbana Sukhumvit 15,Bang Kapi,16000000.0,107143.0,0.0,8.65,3.96,7.6,3.0,3.0,140.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
IDEO New Rama 9,Bang Kapi,2390000.0,98798.0,-18.09,-19.2,3.91,-29.07,,1.0,26.46,24.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,1,0,0,4800.0,1100.0,0,0
Four Wings Residence,Bang Kapi,8200000.0,67516.0,0.0,-0.54,5.76,7.28,2.0,3.0,98.0,26.0,1.0,2008.0,1,1,1,1,1,0,1,1,0,0,0,1,9500.0,4800.0,0,0
Lumpini Ville Ramkhamhaeng 60/2,Bang Kapi,1390000.0,73281.0,14.03,13.42,4.86,3.85,1.0,,23.0,25.0,3.0,2014.0,1,1,1,1,1,0,1,1,0,1,1,1,9500.0,5900.0,0,0
Lumpini Ville Ramkhamhaeng 60/2,Bang Kapi,1690000.0,73281.0,14.03,13.42,4.86,3.85,1.0,,26.0,25.0,3.0,2014.0,1,1,1,1,1,0,1,1,0,1,1,1,9500.0,5900.0,0,0
Living Nest Ramkhamhaeng,Bang Kapi,1790000.0,67246.0,-13.72,-15.65,5.37,-2.59,1.0,1.0,,8.0,3.0,2015.0,1,1,1,1,1,0,1,1,0,0,0,1,8200.0,4800.0,0,0
Urbana Sukhumvit 15,Bang Kapi,17800000.0,107143.0,0.0,8.65,3.96,7.6,2.0,,191.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
D Condo Ramkhamhaeng,Bang Kapi,2400000.0,65121.0,0.0,-15.59,4.92,-1.48,1.0,1.0,28.5,8.0,5.0,2012.0,1,1,1,1,1,1,1,1,0,1,0,1,4900.0,1200.0,0,0
Lumpini Ville Ramkhamhaeng 44,Bang Kapi,2400000.0,65939.0,0.0,9.17,5.7,6.46,1.0,1.0,35.0,23.0,2.0,2008.0,1,1,1,1,1,1,1,1,1,1,1,0,,5200.0,0,0
Urbana Sukhumvit 15,Bang Kapi,12000000.0,107143.0,0.0,8.65,3.96,7.6,2.0,2.0,102.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
Urbana Sukhumvit 15,Bang Kapi,12000000.0,107143.0,0.0,8.65,3.96,7.6,2.0,2.0,109.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
The Niche ID Ladprao 130,Bang Kapi,2000000.0,49171.0,0.0,1.92,6.15,18.31,1.0,,42.0,8.0,2.0,2012.0,1,1,1,1,1,0,1,0,0,0,0,0,7700.0,3900.0,0,0
Four Wings Residence,Bang Kapi,9000000.0,67516.0,0.0,-0.54,5.76,7.28,3.0,3.0,115.0,26.0,1.0,2008.0,1,1,1,1,1,0,1,1,0,0,0,1,9500.0,4800.0,0,0
Bangkok Horizon Ramkhamhaeng,Bang Kapi,40600000.0,49540.0,0.0,-16.68,8.96,56.12,5.0,,625.0,38.0,1.0,2010.0,1,1,1,1,1,1,1,1,0,1,1,1,9400.0,5800.0,0,0
IDEO New Rama 9,Bang Kapi,2990000.0,98798.0,-18.09,-19.2,3.91,-29.07,1.0,,31.0,24.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,1,0,0,4800.0,1100.0,0,0
Chewathai Ramkamhaeng,Bang Kapi,1900000.0,78334.0,0.0,6.75,5.09,3.11,1.0,,30.0,36.0,1.0,2013.0,1,1,1,1,1,1,1,1,0,0,0,1,7700.0,4100.0,0,0
Hua Mark Condominium,Bang Kapi,1250000.0,40137.0,0.0,0.0,13.99,0.0,1.0,,36.3,8.0,1.0,1984.0,1,1,1,1,0,0,0,0,0,0,0,0,6700.0,3100.0,0,0
Four Wings Residence,Bang Kapi,6500000.0,67516.0,0.0,-0.54,5.76,7.28,2.0,3.0,86.0,26.0,1.0,2008.0,1,1,1,1,1,0,1,1,0,0,0,1,9500.0,4800.0,0,0
Assagarn Place Ramkhamhaeng,Bang Kapi,890000.0,42016.0,0.0,0.0,4.91,0.0,1.0,,26.14,8.0,1.0,2013.0,1,1,1,1,1,1,1,0,0,0,0,1,14000.0,3800.0,0,0
Inspire Place ABAC - Rama IX,Bang Kapi,3776000.0,44759.0,0.0,-8.25,6.11,-5.79,,,,19.0,2.0,2006.0,1,1,1,1,1,0,1,1,0,0,0,0,7400.0,2700.0,0,0
Lumpini Center Ladprao 111,Bang Kapi,850000.0,79459.0,0.0,101.64,4.74,13.36,1.0,,29.0,7.0,7.0,2003.0,1,1,1,1,0,0,1,1,0,1,1,0,8100.0,4300.0,0,0
Urbana Sukhumvit 15,Bang Kapi,11000000.0,107143.0,0.0,8.65,3.96,7.6,2.0,2.0,110.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
Chewathai Ramkamhaeng,Bang Kapi,2550000.0,78334.0,0.0,6.75,5.09,3.11,1.0,1.0,30.01,36.0,1.0,2013.0,1,1,1,1,1,1,1,1,0,0,0,1,7700.0,4100.0,0,0
IDEO New Rama 9,Bang Kapi,3790000.0,98798.0,-18.09,-19.2,3.91,-29.07,,1.0,37.0,24.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,1,0,0,4800.0,1100.0,0,0
IDEO New Rama 9,Bang Kapi,3900000.0,98798.0,-18.09,-19.2,3.91,-29.07,1.0,,,24.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,1,0,0,4800.0,1100.0,0,0
Bangkok Horizon Ramkhamhaeng,Bang Kapi,9270000.0,49540.0,0.0,-16.68,8.96,56.12,2.0,2.0,90.0,38.0,1.0,2010.0,1,1,1,1,1,1,1,1,0,1,1,1,9400.0,5800.0,0,0
IDEO New Rama 9,Bang Kapi,3500000.0,98798.0,-18.09,-19.2,3.91,-29.07,1.0,1.0,37.0,24.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,1,0,0,4800.0,1100.0,0,0
Urbana Sukhumvit 15,Bang Kapi,9790000.0,107143.0,0.0,8.65,3.96,7.6,2.0,,102.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
Urbana Sukhumvit 15,Bang Kapi,10800000.0,107143.0,0.0,8.65,3.96,7.6,2.0,2.0,110.07,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
Chewathai Ramkamhaeng,Bang Kapi,3160000.0,78334.0,0.0,6.75,5.09,3.11,1.0,1.0,35.75,36.0,1.0,2013.0,1,1,1,1,1,1,1,1,0,0,0,1,7700.0,4100.0,0,0
Urbana Sukhumvit 15,Bang Kapi,10200000.0,107143.0,0.0,8.65,3.96,7.6,2.0,2.0,116.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
Urbana Sukhumvit 15,Bang Kapi,10900000.0,107143.0,0.0,8.65,3.96,7.6,2.0,2.0,119.0,8.0,1.0,2004.0,1,1,1,1,1,1,1,0,0,0,0,0,10000.0,6700.0,0,0
City Villa,Bang Kapi,1049000.0,24780.0,0.0,-16.53,5.38,-15.91,,,32.0,9.0,8.0,1997.0,1,1,1,1,1,0,0,1,1,1,1,0,7500.0,3700.0,0,0
Four Wings Residence,Bang Kapi,4500000.0,67516.0,0.0,-0.54,5.76,7.28,1.0,1.0,70.0,26.0,1.0,2008.0,1,1,1,1,1,0,1,1,0,0,0,1,9500.0,4800.0,0,0
LIB Ramkhamhaeng 43/1,Bang Kapi,1490000.0,56333.0,0.0,1.38,5.33,-2.72,1.0,,27.0,8.0,1.0,2014.0,1,1,1,1,1,0,1,1,0,0,0,0,6500.0,2200.0,0,0
Lumpini Ville Ramkhamhaeng 60/2,Bang Kapi,1200000.0,73281.0,14.03,13.42,4.86,3.85,,,,25.0,3.0,2014.0,1,1,1,1,1,0,1,1,0,1,1,1,9500.0,5900.0,0,0
Plum Condo Ram 60 Interchange,Bang Kapi,2480000.0,93844.0,0.0,25.14,4.48,-1.13,1.0,1.0,27.0,8.0,8.0,,1,1,1,1,1,1,1,1,1,1,0,1,9600.0,5900.0,0,0
Chewathai Ramkamhaeng,Bang Kapi,1900000.0,78334.0,0.0,6.75,5.09,3.11,1.0,1.0,30.0,36.0,1.0,2013.0,1,1,1,1,1,1,1,1,0,0,0,1,7700.0,4100.0,0,0
Bangkok Horizon Ramkhamhaeng,Bang Kapi,1690000.0,49540.0,0.0,-16.68,8.96,56.12,1.0,1.0,31.0,38.0,1.0,2010.0,1,1,1,1,1,1,1,1,0,1,1,1,9400.0,5800.0,0,0
KNIGHTSBRIDGE COLLAGE RAMKHAMHAENG,Bang Kapi,3710000.0,133476.0,0.0,-13.49,4.31,13.24,1.0,1.0,32.0,25.0,1.0,2020.0,1,1,1,1,1,0,1,1,0,0,0,0,,,0,0
KNIGHTSBRIDGE COLLAGE RAMKHAMHAENG,Bang Kapi,3490000.0,133476.0,0.0,-13.49,4.31,13.24,1.0,1.0,31.0,25.0,1.0,2020.0,1,1,1,1,1,0,1,1,0,0,0,0,,,0,0
Lumpini Ville Ramkhamhaeng 60/2,Bang Kapi,1215000.0,73281.0,14.03,13.42,4.86,3.85,1.0,1.0,22.84,25.0,3.0,2014.0,1,1,1,1,1,0,1,1,0,1,1,1,9500.0,5900.0,0,0
IDEO New Rama 9,Bang Kapi,3490000.0,98798.0,-18.09,-19.2,3.91,-29.07,1.0,1.0,26.0,24.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,1,0,0,4800.0,1100.0,0,0
Lumpini Ville Ramkhamhaeng 60/2,Bang Kapi,1215000.0,73281.0,14.03,13.42,4.86,3.85,1.0,1.0,22.84,25.0,3.0,2014.0,1,1,1,1,1,0,1,1,0,1,1,1,9500.0,5900.0,0,0
Bangkok Horizon Ramkhamhaeng,Bang Kapi,6735000.0,49540.0,0.0,-16.68,8.96,56.12,,,,38.0,1.0,2010.0,1,1,1,1,1,1,1,1,0,1,1,1,9400.0,5800.0,0,0
D Condo Ramkhamhaeng,Bang Kapi,1630000.0,65121.0,0.0,-15.59,4.92,-1.48,1.0,1.0,30.0,8.0,5.0,2012.0,1,1,1,1,1,1,1,1,0,1,0,1,4900.0,1200.0,0,0
Chewathai Ramkamhaeng,Bang Kapi,2100000.0,78334.0,0.0,6.75,5.09,3.11,1.0,1.0,30.01,36.0,1.0,2013.0,1,1,1,1,1,1,1,1,0,0,0,1,7700.0,4100.0,0,0
Plum Condo Ram 60 Interchange,Bang Kapi,2554400.0,93844.0,0.0,25.14,4.48,-1.13,1.0,1.0,27.0,8.0,8.0,,1,1,1,1,1,1,1,1,1,1,0,1,9600.0,5900.0,0,0
D Condo Ramkhamhaeng,Bang Kapi,1910000.0,65121.0,0.0,-15.59,4.92,-1.48,1.0,1.0,30.0,8.0,5.0,2012.0,1,1,1,1,1,1,1,1,0,1,0,1,4900.0,1200.0,0,0
Four Wings Residence,Bang Kapi,4635000.0,67516.0,0.0,-0.54,5.76,7.28,1.0,1.0,70.03,26.0,1.0,2008.0,1,1,1,1,1,0,1,1,0,0,0,1,9500.0,4800.0,0,0
Aspire Ladprao 113,Bang Kapi,2575000.0,87000.0,0.0,0.46,4.14,-15.49,1.0,1.0,28.72,8.0,1.0,2016.0,1,1,1,1,1,1,1,0,0,0,0,0,8500.0,4700.0,0,0
Supalai Veranda Ramkhamhaeng,Bang Kapi,2262910.0,58310.0,0.0,4.42,7.31,-94.46,1.0,1.0,30.0,,1.0,,0,1,1,0,1,0,0,1,0,0,0,0,7600.0,3700.0,0,0
D Condo Ramkhamhaeng,Bang Kapi,1650000.0,65121.0,0.0,-15.59,4.92,-1.48,1.0,1.0,30.0,8.0,5.0,2012.0,1,1,1,1,1,1,1,1,0,1,0,1,4900.0,1200.0,0,0
IDEO New Rama 9,Bang Kapi,3594700.0,98798.0,-18.09,-19.2,3.91,-29.07,1.0,1.0,26.0,24.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,1,0,0,4800.0,1100.0,0,0
D Condo Ramkhamhaeng,Bang Kapi,1650000.0,65121.0,0.0,-15.59,4.92,-1.48,1.0,1.0,30.0,8.0,5.0,2012.0,1,1,1,1,1,1,1,1,0,1,0,1,4900.0,1200.0,0,0
Plum Condo Ram 60 Interchange,Bang Kapi,2380000.0,93844.0,0.0,25.14,4.48,-1.13,1.0,,26.0,8.0,8.0,,1,1,1,1,1,1,1,1,1,1,0,1,9600.0,5900.0,0,0
Niche Mono Ramkhamhaeng,Bang Kapi,5434400.0,76782.0,0.0,-1.13,0.0,,2.0,,51.0,37.0,4.0,2022.0,1,1,1,1,1,1,1,0,0,1,0,1,7900.0,4900.0,0,0
IDEO New Rama 9,Bang Kapi,3499000.0,98798.0,-18.09,-19.2,3.91,-29.07,1.0,1.0,37.0,24.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,1,0,0,4800.0,1100.0,0,0
Living Nest Ramkhamhaeng,Bang Kapi,1890000.0,67246.0,-13.72,-15.65,5.37,-2.59,1.0,1.0,25.0,8.0,3.0,2015.0,1,1,1,1,1,0,1,1,0,0,0,1,8200.0,4800.0,0,0
Bangkok Horizon Ramkhamhaeng,Bang Kapi,5500000.0,49540.0,0.0,-16.68,8.96,56.12,2.0,2.0,89.0,38.0,1.0,2010.0,1,1,1,1,1,1,1,1,0,1,1,1,9400.0,5800.0,0,0
City Villa,Bang Kapi,1050000.0,24780.0,0.0,-16.53,5.38,-15.91,1.0,1.0,32.0,9.0,8.0,1997.0,1,1,1,1,1,0,0,1,1,1,1,0,7500.0,3700.0,0,0
D Condo Ramkhamhaeng,Bang Kapi,1905500.0,65121.0,0.0,-15.59,4.92,-1.48,1.0,1.0,30.0,8.0,5.0,2012.0,1,1,1,1,1,1,1,1,0,1,0,1,4900.0,1200.0,0,0
D Condo Ramkhamhaeng,Bang Kapi,1500000.0,65121.0,0.0,-15.59,4.92,-1.48,1.0,1.0,29.0,8.0,5.0,2012.0,1,1,1,1,1,1,1,1,0,1,0,1,4900.0,1200.0,0,0
Origin Plug & Play Ramkhamhaeng Triple Station,Bang Kapi,3490000.0,,,,,,1.0,,27.0,,1.0,,0,1,1,0,0,0,0,1,0,0,0,0,9900.0,6500.0,0,0
